"id","report_date","period_date","hw","units"
"2000-04-23_PS2","2000-04-23",7,"PS2",74350
"2000-04-23_DC","2000-04-23",7,"DC",4874
"2000-04-23_N64","2000-04-23",7,"N64",3539
"2000-04-23_GB","2000-04-23",7,"GB",30142
"2000-04-23_NeoGeoP","2000-04-23",7,"NeoGeoP",1917
"2000-04-23_WS","2000-04-23",7,"WS",3218
"2000-04-23_PKS","2000-04-23",7,"PKS",10023
"2000-05-07_PS","2000-05-07",14,"PS",5565
"2000-05-07_PS2","2000-05-07",14,"PS2",116302
"2000-05-07_DC","2000-05-07",14,"DC",13332
"2000-05-07_N64","2000-05-07",14,"N64",17260
"2000-05-07_GB","2000-05-07",14,"GB",72592
"2000-05-07_NeoGeoP","2000-05-07",14,"NeoGeoP",4896
"2000-05-07_WS","2000-05-07",14,"WS",7811
"2000-05-07_PKS","2000-05-07",14,"PKS",26888
"2000-05-14_PS","2000-05-14",7,"PS",1381
"2000-05-14_PS2","2000-05-14",7,"PS2",43587
"2000-05-14_DC","2000-05-14",7,"DC",4548
"2000-05-14_N64","2000-05-14",7,"N64",2945
"2000-05-14_GB","2000-05-14",7,"GB",21443
"2000-05-14_NeoGeoP","2000-05-14",7,"NeoGeoP",1376
"2000-05-14_WS","2000-05-14",7,"WS",2968
"2000-05-14_PKS","2000-05-14",7,"PKS",9965
"2000-05-21_PS","2000-05-21",7,"PS",1483
"2000-05-21_PS2","2000-05-21",7,"PS2",55663
"2000-05-21_DC","2000-05-21",7,"DC",5578
"2000-05-21_N64","2000-05-21",7,"N64",2606
"2000-05-21_GB","2000-05-21",7,"GB",17948
"2000-05-21_NeoGeoP","2000-05-21",7,"NeoGeoP",1631
"2000-05-21_WS","2000-05-21",7,"WS",2035
"2000-05-21_PKS","2000-05-21",7,"PKS",8307
"2000-05-28_PS","2000-05-28",7,"PS",604
"2000-05-28_PS2","2000-05-28",7,"PS2",89957
"2000-05-28_DC","2000-05-28",7,"DC",5429
"2000-05-28_N64","2000-05-28",7,"N64",3172
"2000-05-28_GB","2000-05-28",7,"GB",17672
"2000-05-28_WS","2000-05-28",7,"WS",4831
"2000-05-28_NeoGeoP","2000-05-28",7,"NeoGeoP",1804
"2000-05-28_PKS","2000-05-28",7,"PKS",34146
"2000-06-04_PS","2000-06-04",7,"PS",278
"2000-06-04_PS2","2000-06-04",7,"PS2",83840
"2000-06-04_DC","2000-06-04",7,"DC",4457
"2000-06-04_N64","2000-06-04",7,"N64",6465
"2000-06-04_GB","2000-06-04",7,"GB",17287
"2000-06-04_WS","2000-06-04",7,"WS",6021
"2000-06-04_NeoGeoP","2000-06-04",7,"NeoGeoP",1572
"2000-06-04_PKS","2000-06-04",7,"PKS",25681
"2000-06-11_PS","2000-06-11",7,"PS",245
"2000-06-11_PS2","2000-06-11",7,"PS2",79393
"2000-06-11_DC","2000-06-11",7,"DC",3711
"2000-06-11_N64","2000-06-11",7,"N64",2908
"2000-06-11_GB","2000-06-11",7,"GB",16831
"2000-06-11_NeoGeoP","2000-06-11",7,"NeoGeoP",1509
"2000-06-11_WS","2000-06-11",7,"WS",3755
"2000-06-11_PKS","2000-06-11",7,"PKS",18075
"2000-06-18_PS","2000-06-18",7,"PS",216
"2000-06-18_PS2","2000-06-18",7,"PS2",68548
"2000-06-18_DC","2000-06-18",7,"DC",4172
"2000-06-18_N64","2000-06-18",7,"N64",2595
"2000-06-18_GB","2000-06-18",7,"GB",19102
"2000-06-18_NeoGeoP","2000-06-18",7,"NeoGeoP",1415
"2000-06-18_WS","2000-06-18",7,"WS",3814
"2000-06-18_PKS","2000-06-18",7,"PKS",15973
"2000-06-25_PS","2000-06-25",7,"PS",152
"2000-06-25_PS2","2000-06-25",7,"PS2",67099
"2000-06-25_DC","2000-06-25",7,"DC",5864
"2000-06-25_N64","2000-06-25",7,"N64",3174
"2000-06-25_GB","2000-06-25",7,"GB",20655
"2000-06-25_NeoGeoP","2000-06-25",7,"NeoGeoP",4587
"2000-06-25_WS","2000-06-25",7,"WS",3376
"2000-06-25_PKS","2000-06-25",7,"PKS",14208
"2000-07-02_PS","2000-07-02",7,"PS",152
"2000-07-02_PS2","2000-07-02",7,"PS2",80112
"2000-07-02_DC","2000-07-02",7,"DC",4903
"2000-07-02_N64","2000-07-02",7,"N64",3080
"2000-07-02_GB","2000-07-02",7,"GB",21735
"2000-07-02_NeoGeoP","2000-07-02",7,"NeoGeoP",2487
"2000-07-02_WS","2000-07-02",7,"WS",2820
"2000-07-02_PKS","2000-07-02",7,"PKS",17861
"2000-07-09_PS","2000-07-09",7,"PS",14175
"2000-07-09_PS2","2000-07-09",7,"PS2",90787
"2000-07-09_DC","2000-07-09",7,"DC",3668
"2000-07-09_N64","2000-07-09",7,"N64",3106
"2000-07-09_GB","2000-07-09",7,"GB",18914
"2000-07-09_NeoGeoP","2000-07-09",7,"NeoGeoP",1675
"2000-07-09_WS","2000-07-09",7,"WS",2646
"2000-07-09_PKS","2000-07-09",7,"PKS",18870
"2000-07-16_PS","2000-07-16",7,"PS",13662
"2000-07-16_PS2","2000-07-16",7,"PS2",79514
"2000-07-16_DC","2000-07-16",7,"DC",3777
"2000-07-16_N64","2000-07-16",7,"N64",2251
"2000-07-16_GB","2000-07-16",7,"GB",36021
"2000-07-16_NeoGeoP","2000-07-16",7,"NeoGeoP",2082
"2000-07-16_WS","2000-07-16",7,"WS",5173
"2000-07-16_PKS","2000-07-16",7,"PKS",15240
"2000-07-23_PS","2000-07-23",7,"PS",15941
"2000-07-23_PS2","2000-07-23",7,"PS2",60320
"2000-07-23_DC","2000-07-23",7,"DC",4518
"2000-07-23_N64","2000-07-23",7,"N64",5387
"2000-07-23_GB","2000-07-23",7,"GB",32668
"2000-07-23_NeoGeoP","2000-07-23",7,"NeoGeoP",1782
"2000-07-23_WS","2000-07-23",7,"WS",7851
"2000-07-23_PKS","2000-07-23",7,"PKS",11184
"2000-07-30_PS","2000-07-30",7,"PS",19129
"2000-07-30_PS2","2000-07-30",7,"PS2",56456
"2000-07-30_DC","2000-07-30",7,"DC",6221
"2000-07-30_N64","2000-07-30",7,"N64",5418
"2000-07-30_GB","2000-07-30",7,"GB",34040
"2000-07-30_NeoGeoP","2000-07-30",7,"NeoGeoP",1074
"2000-07-30_WS","2000-07-30",7,"WS",6611
"2000-07-30_PKS","2000-07-30",7,"PKS",14447
"2000-08-13_PS","2000-08-13",14,"PS",39067
"2000-08-13_PS2","2000-08-13",14,"PS2",119683
"2000-08-13_DC","2000-08-13",14,"DC",11365
"2000-08-13_N64","2000-08-13",14,"N64",10349
"2000-08-13_GB","2000-08-13",14,"GB",60984
"2000-08-13_NeoGeoP","2000-08-13",14,"NeoGeoP",2870
"2000-08-13_WS","2000-08-13",14,"WS",11142
"2000-08-13_PKS","2000-08-13",14,"PKS",26547
"2000-08-20_PS","2000-08-20",7,"PS",20165
"2000-08-20_PS2","2000-08-20",7,"PS2",55144
"2000-08-20_DC","2000-08-20",7,"DC",4928
"2000-08-20_N64","2000-08-20",7,"N64",4095
"2000-08-20_GB","2000-08-20",7,"GB",33085
"2000-08-20_NeoGeoP","2000-08-20",7,"NeoGeoP",814
"2000-08-20_WS","2000-08-20",7,"WS",6784
"2000-08-20_PKS","2000-08-20",7,"PKS",13278
"2000-08-27_PS","2000-08-27",7,"PS",20817
"2000-08-27_PS2","2000-08-27",7,"PS2",48995
"2000-08-27_DC","2000-08-27",7,"DC",4257
"2000-08-27_N64","2000-08-27",7,"N64",2616
"2000-08-27_GB","2000-08-27",7,"GB",31806
"2000-08-27_NeoGeoP","2000-08-27",7,"NeoGeoP",880
"2000-08-27_WS","2000-08-27",7,"WS",5266
"2000-08-27_PKS","2000-08-27",7,"PKS",15333
"2000-09-03_PS","2000-09-03",7,"PS",23950
"2000-09-03_PS2","2000-09-03",7,"PS2",46256
"2000-09-03_DC","2000-09-03",7,"DC",4364
"2000-09-03_N64","2000-09-03",7,"N64",4477
"2000-09-03_GB","2000-09-03",7,"GB",26710
"2000-09-03_NeoGeoP","2000-09-03",7,"NeoGeoP",1353
"2000-09-03_WS","2000-09-03",7,"WS",3762
"2000-09-03_PKS","2000-09-03",7,"PKS",11044
"2000-09-10_PS","2000-09-10",7,"PS",19897
"2000-09-10_PS2","2000-09-10",7,"PS2",48146
"2000-09-10_DC","2000-09-10",7,"DC",5566
"2000-09-10_N64","2000-09-10",7,"N64",2113
"2000-09-10_GB","2000-09-10",7,"GB",24590
"2000-09-10_NeoGeoP","2000-09-10",7,"NeoGeoP",1006
"2000-09-10_WS","2000-09-10",7,"WS",3876
"2000-09-10_PKS","2000-09-10",7,"PKS",8135
"2000-09-17_PS","2000-09-17",7,"PS",18056
"2000-09-17_PS2","2000-09-17",7,"PS2",31583
"2000-09-17_DC","2000-09-17",7,"DC",5468
"2000-09-17_N64","2000-09-17",7,"N64",3550
"2000-09-17_GB","2000-09-17",7,"GB",25659
"2000-09-17_NeoGeoP","2000-09-17",7,"NeoGeoP",1302
"2000-09-17_WS","2000-09-17",7,"WS",2970
"2000-09-17_PKS","2000-09-17",7,"PKS",9587
"2000-09-24_PS","2000-09-24",7,"PS",13308
"2000-09-24_PS2","2000-09-24",7,"PS2",31628
"2000-09-24_DC","2000-09-24",7,"DC",4182
"2000-09-24_N64","2000-09-24",7,"N64",2977
"2000-09-24_GB","2000-09-24",7,"GB",21544
"2000-09-24_NeoGeoP","2000-09-24",7,"NeoGeoP",890
"2000-09-24_WS","2000-09-24",7,"WS",2341
"2000-09-24_PKS","2000-09-24",7,"PKS",6774
"2000-10-01_PS","2000-10-01",7,"PS",12694
"2000-10-01_PS2","2000-10-01",7,"PS2",28941
"2000-10-01_DC","2000-10-01",7,"DC",5694
"2000-10-01_N64","2000-10-01",7,"N64",4488
"2000-10-01_GB","2000-10-01",7,"GB",23641
"2000-10-01_NeoGeoP","2000-10-01",7,"NeoGeoP",730
"2000-10-01_WS","2000-10-01",7,"WS",2077
"2000-10-01_PKS","2000-10-01",7,"PKS",13422
"2000-10-08_PS","2000-10-08",7,"PS",11964
"2000-10-08_PS2","2000-10-08",7,"PS2",26551
"2000-10-08_DC","2000-10-08",7,"DC",4985
"2000-10-08_N64","2000-10-08",7,"N64",2978
"2000-10-08_GB","2000-10-08",7,"GB",18126
"2000-10-08_NeoGeoP","2000-10-08",7,"NeoGeoP",905
"2000-10-08_WS","2000-10-08",7,"WS",1597
"2000-10-08_PKS","2000-10-08",7,"PKS",9238
"2000-10-15_PS","2000-10-15",7,"PS",9810
"2000-10-15_PS2","2000-10-15",7,"PS2",22359
"2000-10-15_DC","2000-10-15",7,"DC",3991
"2000-10-15_N64","2000-10-15",7,"N64",3659
"2000-10-15_GB","2000-10-15",7,"GB",17627
"2000-10-15_NeoGeoP","2000-10-15",7,"NeoGeoP",1134
"2000-10-15_WS","2000-10-15",7,"WS",2557
"2000-10-15_PKS","2000-10-15",7,"PKS",6714
"2000-10-22_PS","2000-10-22",7,"PS",8990
"2000-10-22_PS2","2000-10-22",7,"PS2",20145
"2000-10-22_DC","2000-10-22",7,"DC",2921
"2000-10-22_N64","2000-10-22",7,"N64",2262
"2000-10-22_GB","2000-10-22",7,"GB",16349
"2000-10-22_NeoGeoP","2000-10-22",7,"NeoGeoP",504
"2000-10-22_WS","2000-10-22",7,"WS",1393
"2000-10-22_PKS","2000-10-22",7,"PKS",5883
"2000-10-29_PS","2000-10-29",7,"PS",7259
"2000-10-29_PS2","2000-10-29",7,"PS2",18444
"2000-10-29_DC","2000-10-29",7,"DC",2839
"2000-10-29_N64","2000-10-29",7,"N64",2020
"2000-10-29_GB","2000-10-29",7,"GB",15544
"2000-10-29_NeoGeoP","2000-10-29",7,"NeoGeoP",1138
"2000-10-29_WS","2000-10-29",7,"WS",1734
"2000-10-29_PKS","2000-10-29",7,"PKS",6770
"2000-11-05_PS","2000-11-05",7,"PS",8728
"2000-11-05_PS2","2000-11-05",7,"PS2",21813
"2000-11-05_DC","2000-11-05",7,"DC",3475
"2000-11-05_N64","2000-11-05",7,"N64",2787
"2000-11-05_GB","2000-11-05",7,"GB",16663
"2000-11-05_NeoGeoP","2000-11-05",7,"NeoGeoP",1367
"2000-11-05_WS","2000-11-05",7,"WS",1474
"2000-11-05_PKS","2000-11-05",7,"PKS",7684
"2000-11-12_PS","2000-11-12",7,"PS",5893
"2000-11-12_PS2","2000-11-12",7,"PS2",18685
"2000-11-12_DC","2000-11-12",7,"DC",2481
"2000-11-12_N64","2000-11-12",7,"N64",2269
"2000-11-12_GB","2000-11-12",7,"GB",21438
"2000-11-12_NeoGeoP","2000-11-12",7,"NeoGeoP",1279
"2000-11-12_WS","2000-11-12",7,"WS",1098
"2000-11-12_PKS","2000-11-12",7,"PKS",6375
"2000-11-19_PS","2000-11-19",7,"PS",5462
"2000-11-19_PS2","2000-11-19",7,"PS2",13392
"2000-11-19_DC","2000-11-19",7,"DC",1948
"2000-11-19_N64","2000-11-19",7,"N64",2764
"2000-11-19_GB","2000-11-19",7,"GB",18659
"2000-11-19_NeoGeoP","2000-11-19",7,"NeoGeoP",967
"2000-11-19_WS","2000-11-19",7,"WS",951
"2000-11-19_PKS","2000-11-19",7,"PKS",5213
"2000-11-26_PS","2000-11-26",7,"PS",5413
"2000-11-26_PS2","2000-11-26",7,"PS2",8136
"2000-11-26_DC","2000-11-26",7,"DC",2081
"2000-11-26_N64","2000-11-26",7,"N64",1720
"2000-11-26_GB","2000-11-26",7,"GB",18423
"2000-11-26_NeoGeoP","2000-11-26",7,"NeoGeoP",1116
"2000-11-26_WS","2000-11-26",7,"WS",181
"2000-11-26_PKS","2000-11-26",7,"PKS",4653
"2000-12-03_PS","2000-12-03",7,"PS",6820
"2000-12-03_PS2","2000-12-03",7,"PS2",3306
"2000-12-03_DC","2000-12-03",7,"DC",2932
"2000-12-03_N64","2000-12-03",7,"N64",3056
"2000-12-03_GB","2000-12-03",7,"GB",25354
"2000-12-03_NeoGeoP","2000-12-03",7,"NeoGeoP",989
"2000-12-03_WS","2000-12-03",7,"WS",801
"2000-12-03_PKS","2000-12-03",7,"PKS",9064
"2000-12-10_PS","2000-12-10",7,"PS",9097
"2000-12-10_PS2","2000-12-10",7,"PS2",24900
"2000-12-10_DC","2000-12-10",7,"DC",3254
"2000-12-10_N64","2000-12-10",7,"N64",4362
"2000-12-10_GB","2000-12-10",7,"GB",71868
"2000-12-10_NeoGeoP","2000-12-10",7,"NeoGeoP",1392
"2000-12-10_WS","2000-12-10",7,"WS",146980
"2000-12-10_PKS","2000-12-10",7,"PKS",8707
"2000-12-17_PS","2000-12-17",7,"PS",9860
"2000-12-17_PS2","2000-12-17",7,"PS2",41691
"2000-12-17_DC","2000-12-17",7,"DC",3946
"2000-12-17_N64","2000-12-17",7,"N64",7887
"2000-12-17_GB","2000-12-17",7,"GB",72396
"2000-12-17_NeoGeoP","2000-12-17",7,"NeoGeoP",2220
"2000-12-17_WS","2000-12-17",7,"WS",52205
"2000-12-17_PKS","2000-12-17",7,"PKS",7597
"2000-12-31_PS","2000-12-31",14,"PS",21723
"2000-12-31_PS2","2000-12-31",14,"PS2",95053
"2000-12-31_DC","2000-12-31",14,"DC",14005
"2000-12-31_N64","2000-12-31",14,"N64",26831
"2000-12-31_GB","2000-12-31",14,"GB",196369
"2000-12-31_NeoGeoP","2000-12-31",14,"NeoGeoP",3681
"2000-12-31_WS","2000-12-31",14,"WS",64520
"2000-12-31_PKS","2000-12-31",14,"PKS",19157
"2001-01-07_PS","2001-01-07",7,"PS",19807
"2001-01-07_PS2","2001-01-07",7,"PS2",79034
"2001-01-07_DC","2001-01-07",7,"DC",13458
"2001-01-07_N64","2001-01-07",7,"N64",13289
"2001-01-07_GB","2001-01-07",7,"GB",97668
"2001-01-07_NeoGeoP","2001-01-07",7,"NeoGeoP",1406
"2001-01-07_WS","2001-01-07",7,"WS",43642
"2001-01-07_PKS","2001-01-07",7,"PKS",22320
"2001-01-14_PS","2001-01-14",7,"PS",9344
"2001-01-14_PS2","2001-01-14",7,"PS2",28829
"2001-01-14_DC","2001-01-14",7,"DC",6404
"2001-01-14_N64","2001-01-14",7,"N64",3785
"2001-01-14_GB","2001-01-14",7,"GB",37198
"2001-01-14_NeoGeoP","2001-01-14",7,"NeoGeoP",1339
"2001-01-14_WS","2001-01-14",7,"WS",5363
"2001-01-14_PKS","2001-01-14",7,"PKS",11882
"2001-01-21_PS","2001-01-21",7,"PS",6463
"2001-01-21_PS2","2001-01-21",7,"PS2",23966
"2001-01-21_DC","2001-01-21",7,"DC",4729
"2001-01-21_N64","2001-01-21",7,"N64",2050
"2001-01-21_GB","2001-01-21",7,"GB",23746
"2001-01-21_NeoGeoP","2001-01-21",7,"NeoGeoP",898
"2001-01-21_WS","2001-01-21",7,"WS",8447
"2001-01-21_PKS","2001-01-21",7,"PKS",7991
"2001-01-28_PS","2001-01-28",7,"PS",5222
"2001-01-28_PS2","2001-01-28",7,"PS2",44217
"2001-01-28_DC","2001-01-28",7,"DC",4091
"2001-01-28_N64","2001-01-28",7,"N64",2230
"2001-01-28_GB","2001-01-28",7,"GB",24068
"2001-01-28_NeoGeoP","2001-01-28",7,"NeoGeoP",673
"2001-01-28_WS","2001-01-28",7,"WS",14930
"2001-01-28_PKS","2001-01-28",7,"PKS",7794
"2001-02-04_PS","2001-02-04",7,"PS",5045
"2001-02-04_PS2","2001-02-04",7,"PS2",50779
"2001-02-04_DC","2001-02-04",7,"DC",2639
"2001-02-04_N64","2001-02-04",7,"N64",2129
"2001-02-04_GB","2001-02-04",7,"GB",18612
"2001-02-04_NeoGeoP","2001-02-04",7,"NeoGeoP",943
"2001-02-04_WS","2001-02-04",7,"WS",11601
"2001-02-04_PKS","2001-02-04",7,"PKS",8859
"2001-02-11_PS","2001-02-11",7,"PS",4102
"2001-02-11_PS2","2001-02-11",7,"PS2",46863
"2001-02-11_DC","2001-02-11",7,"DC",1523
"2001-02-11_N64","2001-02-11",7,"N64",1313
"2001-02-11_GB","2001-02-11",7,"GB",16289
"2001-02-11_NeoGeoP","2001-02-11",7,"NeoGeoP",1244
"2001-02-11_WS","2001-02-11",7,"WS",7846
"2001-02-11_PKS","2001-02-11",7,"PKS",5500
"2001-02-18_PS","2001-02-18",7,"PS",4578
"2001-02-18_PS2","2001-02-18",7,"PS2",40270
"2001-02-18_DC","2001-02-18",7,"DC",1520
"2001-02-18_N64","2001-02-18",7,"N64",1845
"2001-02-18_GB","2001-02-18",7,"GB",17666
"2001-02-18_NeoGeoP","2001-02-18",7,"NeoGeoP",153
"2001-02-18_WS","2001-02-18",7,"WS",7588
"2001-02-18_PKS","2001-02-18",7,"PKS",4815
"2001-02-25_PS","2001-02-25",7,"PS",4316
"2001-02-25_PS2","2001-02-25",7,"PS2",38916
"2001-02-25_DC","2001-02-25",7,"DC",6359
"2001-02-25_N64","2001-02-25",7,"N64",1467
"2001-02-25_GB","2001-02-25",7,"GB",16846
"2001-02-25_NeoGeoP","2001-02-25",7,"NeoGeoP",567
"2001-02-25_WS","2001-02-25",7,"WS",6644
"2001-02-25_PKS","2001-02-25",7,"PKS",3403
"2001-03-04_PS","2001-03-04",7,"PS",4413
"2001-03-04_PS2","2001-03-04",7,"PS2",38586
"2001-03-04_DC","2001-03-04",7,"DC",40497
"2001-03-04_N64","2001-03-04",7,"N64",2118
"2001-03-04_GB","2001-03-04",7,"GB",21628
"2001-03-04_NeoGeoP","2001-03-04",7,"NeoGeoP",421
"2001-03-04_WS","2001-03-04",7,"WS",6136
"2001-03-04_PKS","2001-03-04",7,"PKS",2082
"2001-03-11_PS","2001-03-11",7,"PS",5348
"2001-03-11_PS2","2001-03-11",7,"PS2",48794
"2001-03-11_DC","2001-03-11",7,"DC",19747
"2001-03-11_N64","2001-03-11",7,"N64",1978
"2001-03-11_GB","2001-03-11",7,"GB",23009
"2001-03-11_NeoGeoP","2001-03-11",7,"NeoGeoP",425
"2001-03-11_WS","2001-03-11",7,"WS",4382
"2001-03-11_PKS","2001-03-11",7,"PKS",2868
"2001-03-18_PS","2001-03-18",7,"PS",5054
"2001-03-18_PS2","2001-03-18",7,"PS2",43368
"2001-03-18_DC","2001-03-18",7,"DC",15339
"2001-03-18_N64","2001-03-18",7,"N64",1690
"2001-03-18_GB","2001-03-18",7,"GB",17172
"2001-03-18_NeoGeoP","2001-03-18",7,"NeoGeoP",641
"2001-03-18_WS","2001-03-18",7,"WS",3391
"2001-03-18_PKS","2001-03-18",7,"PKS",907
"2001-03-25_PS","2001-03-25",7,"PS",4374
"2001-03-25_PS2","2001-03-25",7,"PS2",57840
"2001-03-25_DC","2001-03-25",7,"DC",15667
"2001-03-25_N64","2001-03-25",7,"N64",2460
"2001-03-25_GB","2001-03-25",7,"GB",14408
"2001-03-25_GBA","2001-03-25",7,"GBA",611504
"2001-03-25_NeoGeoP","2001-03-25",7,"NeoGeoP",470
"2001-03-25_WS","2001-03-25",7,"WS",4268
"2001-03-25_PKS","2001-03-25",7,"PKS",3319
"2001-04-01_PS","2001-04-01",7,"PS",3749
"2001-04-01_PS2","2001-04-01",7,"PS2",52806
"2001-04-01_DC","2001-04-01",7,"DC",14991
"2001-04-01_N64","2001-04-01",7,"N64",2219
"2001-04-01_GB","2001-04-01",7,"GB",12814
"2001-04-01_GBA","2001-04-01",7,"GBA",323686
"2001-04-01_NeoGeoP","2001-04-01",7,"NeoGeoP",814
"2001-04-01_WS","2001-04-01",7,"WS",3505
"2001-04-01_PKS","2001-04-01",7,"PKS",3403
"2001-04-08_PS","2001-04-08",7,"PS",3711
"2001-04-08_PS2","2001-04-08",7,"PS2",43295
"2001-04-08_DC","2001-04-08",7,"DC",8954
"2001-04-08_N64","2001-04-08",7,"N64",1341
"2001-04-08_GB","2001-04-08",7,"GB",8868
"2001-04-08_GBA","2001-04-08",7,"GBA",197421
"2001-04-08_NeoGeoP","2001-04-08",7,"NeoGeoP",561
"2001-04-08_WS","2001-04-08",7,"WS",3667
"2001-04-08_PKS","2001-04-08",7,"PKS",1403
"2001-04-15_PS","2001-04-15",7,"PS",3447
"2001-04-15_PS2","2001-04-15",7,"PS2",21997
"2001-04-15_DC","2001-04-15",7,"DC",7190
"2001-04-15_N64","2001-04-15",7,"N64",1109
"2001-04-15_GB","2001-04-15",7,"GB",8099
"2001-04-15_GBA","2001-04-15",7,"GBA",139499
"2001-04-15_NeoGeoP","2001-04-15",7,"NeoGeoP",286
"2001-04-15_WS","2001-04-15",7,"WS",3241
"2001-04-15_PKS","2001-04-15",7,"PKS",840
"2001-04-22_PS","2001-04-22",7,"PS",2406
"2001-04-22_PS2","2001-04-22",7,"PS2",36051
"2001-04-22_DC","2001-04-22",7,"DC",5056
"2001-04-22_N64","2001-04-22",7,"N64",1518
"2001-04-22_GB","2001-04-22",7,"GB",9335
"2001-04-22_GBA","2001-04-22",7,"GBA",95324
"2001-04-22_NeoGeoP","2001-04-22",7,"NeoGeoP",525
"2001-04-22_WS","2001-04-22",7,"WS",2892
"2001-04-22_PKS","2001-04-22",7,"PKS",1557
"2001-05-06_PS","2001-05-06",14,"PS",8153
"2001-05-06_PS2","2001-05-06",14,"PS2",110692
"2001-05-06_DC","2001-05-06",14,"DC",13117
"2001-05-06_N64","2001-05-06",14,"N64",4154
"2001-05-06_GB","2001-05-06",14,"GB",18895
"2001-05-06_GBA","2001-05-06",14,"GBA",282181
"2001-05-06_NeoGeoP","2001-05-06",14,"NeoGeoP",747
"2001-05-06_WS","2001-05-06",14,"WS",37699
"2001-05-06_PKS","2001-05-06",14,"PKS",2532
"2001-05-13_PS","2001-05-13",7,"PS",2343
"2001-05-13_PS2","2001-05-13",7,"PS2",40928
"2001-05-13_DC","2001-05-13",7,"DC",3908
"2001-05-13_N64","2001-05-13",7,"N64",894
"2001-05-13_GB","2001-05-13",7,"GB",6057
"2001-05-13_GBA","2001-05-13",7,"GBA",88872
"2001-05-13_NeoGeoP","2001-05-13",7,"NeoGeoP",276
"2001-05-13_WS","2001-05-13",7,"WS",3582
"2001-05-13_PKS","2001-05-13",7,"PKS",758
"2001-05-20_PS","2001-05-20",7,"PS",2951
"2001-05-20_PS2","2001-05-20",7,"PS2",24529
"2001-05-20_DC","2001-05-20",7,"DC",2392
"2001-05-20_N64","2001-05-20",7,"N64",1336
"2001-05-20_GB","2001-05-20",7,"GB",5441
"2001-05-20_GBA","2001-05-20",7,"GBA",70875
"2001-05-20_NeoGeoP","2001-05-20",7,"NeoGeoP",278
"2001-05-20_WS","2001-05-20",7,"WS",3276
"2001-05-20_PKS","2001-05-20",7,"PKS",2604
"2001-05-27_PS","2001-05-27",7,"PS",2236
"2001-05-27_PS2","2001-05-27",7,"PS2",21989
"2001-05-27_DC","2001-05-27",7,"DC",4874
"2001-05-27_N64","2001-05-27",7,"N64",1251
"2001-05-27_GB","2001-05-27",7,"GB",5233
"2001-05-27_GBA","2001-05-27",7,"GBA",71334
"2001-05-27_NeoGeoP","2001-05-27",7,"NeoGeoP",186
"2001-05-27_WS","2001-05-27",7,"WS",2532
"2001-05-27_PKS","2001-05-27",7,"PKS",6521
"2001-06-03_PS","2001-06-03",7,"PS",2157
"2001-06-03_PS2","2001-06-03",7,"PS2",24638
"2001-06-03_DC","2001-06-03",7,"DC",5473
"2001-06-03_N64","2001-06-03",7,"N64",1573
"2001-06-03_GB","2001-06-03",7,"GB",3980
"2001-06-03_GBA","2001-06-03",7,"GBA",58187
"2001-06-03_NeoGeoP","2001-06-03",7,"NeoGeoP",418
"2001-06-03_WS","2001-06-03",7,"WS",3217
"2001-06-03_PKS","2001-06-03",7,"PKS",5497
"2001-06-10_PS","2001-06-10",7,"PS",1897
"2001-06-10_PS2","2001-06-10",7,"PS2",33919
"2001-06-10_DC","2001-06-10",7,"DC",5354
"2001-06-10_N64","2001-06-10",7,"N64",993
"2001-06-10_GB","2001-06-10",7,"GB",4360
"2001-06-10_GBA","2001-06-10",7,"GBA",51363
"2001-06-10_NeoGeoP","2001-06-10",7,"NeoGeoP",156
"2001-06-10_WS","2001-06-10",7,"WS",3570
"2001-06-10_PKS","2001-06-10",7,"PKS",4551
"2001-06-17_PS","2001-06-17",7,"PS",2529
"2001-06-17_PS2","2001-06-17",7,"PS2",43275
"2001-06-17_DC","2001-06-17",7,"DC",4279
"2001-06-17_N64","2001-06-17",7,"N64",978
"2001-06-17_GB","2001-06-17",7,"GB",3655
"2001-06-17_GBA","2001-06-17",7,"GBA",52998
"2001-06-17_NeoGeoP","2001-06-17",7,"NeoGeoP",235
"2001-06-17_WS","2001-06-17",7,"WS",2752
"2001-06-17_PKS","2001-06-17",7,"PKS",2857
"2001-06-24_PS","2001-06-24",7,"PS",1868
"2001-06-24_PS2","2001-06-24",7,"PS2",75693
"2001-06-24_DC","2001-06-24",7,"DC",5697
"2001-06-24_N64","2001-06-24",7,"N64",936
"2001-06-24_GB","2001-06-24",7,"GB",4153
"2001-06-24_GBA","2001-06-24",7,"GBA",93821
"2001-06-24_NeoGeoP","2001-06-24",7,"NeoGeoP",219
"2001-06-24_WS","2001-06-24",7,"WS",3010
"2001-06-24_PKS","2001-06-24",7,"PKS",3280
"2001-07-01_PS","2001-07-01",7,"PS",3297
"2001-07-01_PS2","2001-07-01",7,"PS2",77869
"2001-07-01_DC","2001-07-01",7,"DC",6430
"2001-07-01_N64","2001-07-01",7,"N64",1370
"2001-07-01_GB","2001-07-01",7,"GB",4109
"2001-07-01_GBA","2001-07-01",7,"GBA",91094
"2001-07-01_NeoGeoP","2001-07-01",7,"NeoGeoP",247
"2001-07-01_WS","2001-07-01",7,"WS",4211
"2001-07-01_PKS","2001-07-01",7,"PKS",2653
"2001-07-08_PS","2001-07-08",7,"PS",2912
"2001-07-08_PS2","2001-07-08",7,"PS2",79867
